Lookup ID,Age,Gender,Marital status,City,State,Country,Email,Class of,College,Degree,Enrolled Via,Enrollment Date,Total Donation Amount,Cumulative Lifetime Donation Years,Consecutive Years of Giving,If Donated
11770848,45,Female,Single,Chicago,Illinois,United States,Yes,1999,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10809806,38,Male,Unknown,Dorado,Puerto Rico,United States,Yes,2009,1KP-Grainger Engineering,MS: Master of Science,Homecoming '22,2022-10-10 00:00:00,0,0,0,0
11371733,77,Male,Married,Melvin Village,New Hampshire,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
13783191,54,Male,Unknown,Abidjan,Abidjan,Cote D'Ivoire,Yes,2021,1KM-Gies College of Business,MS: Master of Science,No record,1900-01-01 00:00:00,18,1,1,1
10607960,51,Male,Married,Leonia,New Jersey,United States,Yes,2006,1KP-Grainger Engineering,MS: Master of Science,Main site,2022-03-16 00:00:00,171.75,2,2,1
13977892,56,Male,Unknown,Fort Myers,Florida,United States,Yes,2021,1KM-Gies College of Business,MBA: Master of Business Admin,Main site,2022-08-24 00:00:00,0,0,0,0
14333777,0,Female,Unknown,Snellville,Georgia,United States,Yes,,,,Main site,2022-11-19 00:00:00,0,0,0,0
14273439,0,Unknown,Unknown,Kirkland,Washington,United States,Yes,,,,Back to School '22,2022-09-06 00:00:00,0,0,0,0
11322590,50,Female,Married,San Diego,California,United States,Yes,1997,1KP-Grainger Engineering,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11372825,51,Male,Single,Northville,Michigan,United States,Yes,1993,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11479807,79,Female,Married,Arlington,Virginia,United States,Yes,1964,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-08-17 00:00:00,0,0,0,0
11463190,59,Male,Married,Frankfort,Illinois,United States,Yes,1985,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
14126204,45,Male,Unknown,Singapore,,Singapore,Yes,2021,1KM-Gies College of Business,MS: Master of Science,No record,1900-01-01 00:00:00,50,1,1,1
13665988,38,Female,Married,Indian Trail,North Carolina,United States,Yes,2020,1KY-Applied Health Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11421733,59,Female,Married,St Louis Park,Minnesota,United States,Yes,1984,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-12-14 00:00:00,0,0,0,0
14250721,0,Female,Unknown,Saint Louis,Missouri,United States,Yes,,,,Main site,2022-04-09 00:00:00,0,0,0,0
13800419,50,Male,Unknown,Redmond,Washington,United States,Yes,2022,1KM-Gies College of Business,MBA: Master of Business Admin,Main site,2022-05-09 00:00:00,0,0,0,0
13776745,49,Male,Unknown,Commerce Township,Michigan,United States,Yes,2021,1KM-Gies College of Business,MBA: Master of Business Admin,Main site,2022-06-28 00:00:00,0,0,0,0
13934063,39,Male,Married,Hoffman Estates,Illinois,United States,Yes,2021,1KM-Gies College of Business,MBA: Master of Business Admin,Main site,2022-04-06 00:00:00,0,0,0,0
12022230,55,Female,Life Partner,Chicago,Illinois,United States,Yes,1985,,HSG: High School Grad,Main site,2022-12-07 00:00:00,0,0,0,0
11742434,69,Female,Married,Zion,Illinois,United States,Yes,1985,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-05-17 00:00:00,0,0,0,0
12022714,78,Male,Married,Oak Lawn,Illinois,United States,Yes,,,,Main site,2022-02-08 00:00:00,550,11,2,1
11322025,75,Male,Married,Houston,Texas,United States,Yes,1970,,BA: Bachelor of Arts,No record,1900-01-01 00:00:00,0,0,0,0
11746523,55,Male,Married,Northville,Michigan,United States,Yes,1989,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-03-14 00:00:00,168,3,1,1
14323107,0,Male,Unknown,Mead,Nebraska,United States,Yes,,,,Main site,2022-09-16 00:00:00,0,0,0,0
11518138,76,Male,Married,Tucson,Arizona,United States,Yes,1973,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-02-07 00:00:00,250,5,3,1
11558883,71,Male,Married,Beach Park,Illinois,United States,Yes,1975,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11487003,57,Male,Single,Phoenix,Arizona,United States,Yes,1987,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
10778299,43,Male,Unknown,Merrillville,Indiana,United States,Yes,2009,1KY-Applied Health Sciences,BS: Bachelor of Science,Main site,2022-03-07 00:00:00,200,3,1,1
10833328,39,Female,Married,Chicago,Illinois,United States,Yes,2010,2FT-Liberal Arts & Sciences,BA: Bachelor of Arts,Holiday Promo '22,2022-12-01 00:00:00,0,0,0,0
11415956,49,Male,Single,Dallas,Texas,United States,Yes,1995,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-07-27 00:00:00,0,0,0,0
14325906,0,Male,Unknown,Mazon,Illinois,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
11315275,51,Female,Married,Bloomington,Illinois,United States,Yes,1994,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-02-16 00:00:00,2866.99,16,2,1
11393652,54,Female,Married,Arlington Heights,Illinois,United States,Yes,1990,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11721117,46,Male,Married,Springfield,Virginia,United States,Yes,1998,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-12-24 00:00:00,0,0,0,0
11754566,58,Male,Unknown,Sugar Grove,Illinois,United States,Yes,1998,2FX-Pharmacy,PHARMD: Doctor of Pharmacy,No record,1900-01-01 00:00:00,0,0,0,0
11490246,52,Female,Married,Rockford,Illinois,United States,Yes,1993,1KY-Applied Health Sciences,BS: Bachelor of Science,Back to School '22,2022-09-01 00:00:00,0,0,0,0
13643674,23,Female,Single,Hazel Crest,Illinois,United States,Yes,2021,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-03-30 00:00:00,0,0,0,0
11786734,43,Male,Married,Elmhurst,Illinois,United States,Yes,,,,Main site,2022-03-13 00:00:00,2611,3,3,1
11410260,50,Male,Married,Elmhurst,Illinois,United States,Yes,1995,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-02-17 00:00:00,31000,5,2,1
11424786,76,Male,Single,Clearwater,Florida,United States,Yes,1971,2FX-Pharmacy,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11764325,45,Female,Single,Columbia,Illinois,United States,Yes,2000,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
14124959,33,Male,Unknown,East Peoria,Illinois,United States,Yes,2025,1KM-Gies College of Business,MBA: Master of Business Admin,Main site,2022-12-20 00:00:00,0,0,0,0
14326402,0,Male,Married,Bicknell,Indiana,United States,Yes,,,,Main site,2022-10-07 00:00:00,0,0,0,0
14326403,0,Female,Married,Bicknell,Indiana,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
13972504,35,Female,Married,Aurora,Illinois,United States,Yes,2021,1KP-Grainger Engineering,MCS: Master of Computer Science,No record,1900-01-01 00:00:00,0,0,0,0
11730726,72,Female,Married,Rockford,Illinois,United States,Yes,1972,1KN-Education,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11678846,49,Male,Married,Plainfield,Illinois,United States,Yes,1997,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-02-21 00:00:00,152.5,2,2,1
11664069,49,Female,Single,North Las Vegas,Nevada,United States,Yes,1995,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-08-24 00:00:00,0,0,0,0
11554749,68,Male,Single,New York,New York,United States,Yes,1975,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11531796,72,Female,Single,Normal,Illinois,United States,Yes,1982,1KV-Liberal Arts & Sciences,MA: Master of Arts,No record,1900-01-01 00:00:00,0,0,0,0
11120485,44,Male,Unknown,Shelbyville,Illinois,United States,Yes,2017,1LL-School of Social Work,MSW: Master of Social Work,Back to School '22,2022-08-24 00:00:00,0,0,0,0
11749836,53,Male,Single,Aurora,Illinois,United States,Yes,1991,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,Main site,2022-06-03 00:00:00,0,0,0,0
11706495,64,Female,Married,Chicago,Illinois,United States,Yes,1981,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,Main site,2022-06-06 00:00:00,0,0,0,0
10548803,90,Male,Single,New Braunfels,Texas,United States,Yes,1964,1KV-Liberal Arts & Sciences,PHD: Doctor of Philosophy,No record,1900-01-01 00:00:00,0,0,0,0
14267027,0,Female,Unknown,Peoria,Illinois,United States,Yes,,,,Main site,2022-07-25 00:00:00,0,0,0,0
12068752,49,Female,Unknown,Chicago,Illinois,United States,Yes,1996,2FL-Business Administration,BS: Bachelor of Science,Main site,2022-10-29 00:00:00,0,0,0,0
11391977,73,Male,Married,Evanston,Illinois,United States,Yes,1971,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-11-30 00:00:00,0,0,0,0
10580961,0,Male,Single,Schaumburg,Illinois,United States,Yes,,,,Main site,2022-05-02 00:00:00,0,0,0,0
14331360,0,Unknown,Unknown,Denver,Colorado,United States,Yes,,,,Main site,2022-11-04 00:00:00,0,0,0,0
14332947,0,Male,Unknown,Sandwich,Illinois,United States,Yes,,,,Main site,2022-11-15 00:00:00,0,0,0,0
10301081,0,Male,Married,Dekalb,Illinois,United States,Yes,1960,1KR-Fine & Applied Arts,BFA: Bachelor of Fine Arts,No record,1900-01-01 00:00:00,0,0,0,0
10314800,0,Male,Married,Westport,Connecticut,United States,Yes,1951,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10318045,91,Male,Married,San Jose,California,United States,Yes,1956,1KN-Education,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10329673,0,Male,Divorced,Cissna Park,Illinois,United States,Yes,1961,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10341159,89,Male,Married,Horseshoe Bay,Texas,United States,Yes,1955,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-11-09 00:00:00,0,0,0,0
10344048,0,Male,Married,Madison,Wisconsin,United States,Yes,1959,1KV-Liberal Arts & Sciences,PHD: Doctor of Philosophy,No record,1900-01-01 00:00:00,0,0,0,0
10352193,87,Male,Married,Schaumburg,Illinois,United States,Yes,,1LE-Institute of Aviation,,No record,1900-01-01 00:00:00,0,0,0,0
10354221,95,Male,Married,Ault,Colorado,United States,Yes,1956,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10361534,88,Female,Married,San Rafael,California,United States,Yes,1959,1KV-Liberal Arts & Sciences,MA: Master of Arts,Holiday Promo '22,2022-12-10 00:00:00,0,0,0,0
10367140,0,Male,Married,Altadena,California,United States,Yes,,,PHD: Doctor of Philosophy,No record,1900-01-01 00:00:00,0,0,0,0
10367338,0,Male,Married,Fairfax,Virginia,United States,Yes,1958,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10369988,90,Male,Married,Bremerton,Washington,United States,Yes,1955,1KT-College of Media,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10371850,0,Male,Single,Palos Heights,Illinois,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
10374695,0,Female,Widow/er,Burr Ridge,Illinois,United States,Yes,1963,1KN-Education,EDM: Masters in Education,Membership Event '22,2022-07-06 00:00:00,0,0,0,0
10380791,87,Female,Single,Chico,California,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
10381250,83,Female,Married,Norman,Oklahoma,United States,Yes,,,EDD: Doctor of Education,No record,1900-01-01 00:00:00,0,0,0,0
10387885,79,Female,Widow/er,Aguila,Arizona,United States,Yes,1966,2FW-Nursing,BSN: Bachelor of Science in Nursing,Main site,2022-06-29 00:00:00,0,0,0,0
10390151,89,Female,Married,Chicago,Illinois,United States,Yes,1959,1LP-School of Information Sciences,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
10393050,76,Male,Single,Chicago,Illinois,United States,Yes,1967,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
10397416,76,Female,Married,Webster Groves,Missouri,United States,Yes,1974,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Back to School '22,2022-08-24 00:00:00,0,0,0,0
10431123,72,Female,Married,Fairmount,Illinois,United States,Yes,1972,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-03-11 00:00:00,150,3,1,1
12035066,49,Female,Married,Richland,Washington,United States,Yes,2002,1LP-School of Information Sciences,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11763308,54,Female,Single,Bethesda,Maryland,United States,Yes,1999,1KV-Liberal Arts & Sciences,PHD: Doctor of Philosophy,No record,1900-01-01 00:00:00,0,0,0,0
11422009,66,Female,Married,Edwardsville,Illinois,United States,Yes,1978,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-02-11 00:00:00,5975,15,2,1
13768074,23,Male,Married,Downers Grove,Illinois,United States,Yes,2022,1KT-College of Media,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
13805468,23,Female,Unknown,Glenview,Illinois,United States,Yes,2023,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,Holiday Promo '22,2022-12-02 00:00:00,0,0,0,0
11457688,75,Male,Married,Monticello,Illinois,United States,Yes,1970,1KR-Fine & Applied Arts,BUP: Bachelor of Urban Planning,No record,1900-01-01 00:00:00,0,0,0,0
11751802,49,Male,Single,Park Ridge,Illinois,United States,Yes,1995,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
