Lookup ID,Age,Gender,Marital status,City,State,Country,Email,Class of,College,Degree,Enrolled Via,Enrollment Date,Total Donation Amount,Cumulative Lifetime Donation Years,Consecutive Years of Giving,If Donated
11481450,50,Male,Married,Naperville,Illinois,United States,Yes,1994,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-02-09 00:00:00,1410,8,2,1
11644675,65,Male,Married,Edmond,Oklahoma,United States,Yes,1986,"1KL-Agr, Consumer, & Env Sciences",MS: Master of Science,Main site,2022-03-06 00:00:00,105,2,1,1
11406929,78,Male,Married,Champaign,Illinois,United States,Yes,1966,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Holiday Promo '22,2022-12-01 00:00:00,0,0,0,0
10736676,42,Female,Married,Urbana,Illinois,United States,Yes,2009,"1KL-Agr, Consumer, & Env Sciences",PHD: Doctor of Philosophy,Membership Event '22,2022-07-06 00:00:00,0,0,0,0
11328126,78,Male,Single,Madawaska,Maine,United States,Yes,1970,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11960278,42,Female,Unknown,Middletown,Rhode Island,United States,Yes,2006,100-Urbana-Champaign Campus (GENERIC),,Main site,2022-03-13 00:00:00,43,2,2,1
11496174,72,Male,Single,Springfield,Missouri,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
12064439,68,Male,Married,Normal,Illinois,United States,Yes,,,BA: Bachelor of Arts,Main site,2022-03-22 00:00:00,625,10,4,1
11469216,70,Male,Married,Fort Collins,Colorado,United States,Yes,1976,1KY-Applied Health Sciences,BS: Bachelor of Science,Main site,2022-11-05 00:00:00,0,0,0,0
11492154,44,Female,Married,Rochester,New York,United States,Yes,2001,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11745587,55,Male,Single,College Station,Texas,United States,Yes,1989,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,Main site,2022-03-13 00:00:00,68,2,1,1
11646871,53,Female,Married,Arlington,Virginia,United States,Yes,1991,1KT-College of Media,BSJ: Bachelor of Science in Journalism,Back to School '22,2022-08-17 00:00:00,0,0,0,0
11730657,72,Male,Married,Chicago,Illinois,United States,Yes,1972,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-12-30 00:00:00,0,0,0,0
10736086,62,Male,Married,Mount Prospect,Illinois,United States,Yes,2008,1KM-Gies College of Business,MBA: Master of Business Administration,No record,1900-01-01 00:00:00,0,0,0,0
11410776,55,Male,Divorced,Mountain View,California,United States,Yes,1989,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11568631,62,Male,Single,Palm Springs,California,United States,Yes,1982,1KR-Fine & Applied Arts,BFA: Bachelor of Fine Arts,No record,1900-01-01 00:00:00,0,0,0,0
13972776,33,Male,Unknown,Evansville,Wisconsin,United States,Yes,2022,1KM-Gies College of Business,MBA: Master of Business Admin,Back to School '22,2022-08-31 00:00:00,0,0,0,0
13882711,0,Unknown,Married,Santa Fe,New Mexico,United States,Yes,,,,Main site,2022-12-16 00:00:00,0,0,0,0
11408359,73,Female,Single,Arvada,Colorado,United States,Yes,1971,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
12067299,65,Male,Married,Glastonbury,Connecticut,United States,Yes,,,,Bowl Game Promo '22,2022-12-30 00:00:00,0,0,0,0
11683449,43,Male,Single,Chicago,Illinois,United States,Yes,2002,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-12-06 00:00:00,0,0,0,0
10962678,30,Male,Married,Western Springs,Illinois,United States,Yes,2015,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-03-13 00:00:00,250.46,5,1,1
11706955,62,Male,Married,Evanston,Illinois,United States,Yes,1982,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-08-17 00:00:00,0,0,0,0
11500470,82,Female,Married,Chicago,Illinois,United States,Yes,1979,1KN-Education,EDM: Masters in Education,No record,1900-01-01 00:00:00,0,0,0,0
11361583,70,Male,Married,Kankakee,Illinois,United States,Yes,1974,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-12-29 00:00:00,0,0,0,0
10628955,38,Male,Unknown,Bartlett,Illinois,United States,Yes,2006,1KP-Grainger Engineering,BS: Bachelor of Science,Holiday Promo '22,2022-12-01 00:00:00,0,0,0,0
12066574,51,Female,Married,Geneva,Illinois,United States,Yes,1993,1KT-College of Media,BS: Bachelor of Science,Main site,2022-02-09 00:00:00,5260,11,4,1
11482739,51,Female,Single,Chicago,Illinois,United States,Yes,1993,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-02-16 00:00:00,80,2,1,1
11475867,69,Male,Married,Elgin,Illinois,United States,Yes,1976,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-02-07 00:00:00,2395,22,16,1
11318156,48,Female,Married,New Canaan,Connecticut,United States,Yes,,,MS: Master of Science,Main site,2022-08-20 00:00:00,0,0,0,0
10626060,37,Female,Married,Milwaukee,Wisconsin,United States,Yes,2007,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
12050791,39,Female,Unknown,Chicago,Illinois,United States,Yes,2005,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-09-20 00:00:00,0,0,0,0
11514652,76,Male,Married,Walpole,New Hampshire,United States,Yes,1968,,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
14245897,0,Female,Unknown,Birmingham,Alabama,United States,Yes,,,,Main site,2022-03-13 00:00:00,18,1,1,1
10933756,30,Male,Unknown,New York,New York,United States,Yes,2014,1KP-Grainger Engineering,BS: Bachelor of Science,Holiday Promo '22,2022-11-05 00:00:00,0,0,0,0
11458123,77,Male,Married,Wilmette,Illinois,United States,Yes,1967,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-10-18 00:00:00,0,0,0,0
11748526,51,Male,Married,Farmington,Illinois,United States,Yes,1994,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-03-04 00:00:00,50,1,1,1
11437918,74,Female,Married,Dexter,Michigan,United States,Yes,1970,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
10721733,35,Male,Unknown,Longmont,Colorado,United States,Yes,2010,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-02-07 00:00:00,50,1,1,1
11395552,53,Male,Married,Madison,Wisconsin,United States,Yes,1991,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
10719188,35,Male,Married,Montgomery,Texas,United States,Yes,2009,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-09-19 00:00:00,0,0,0,0
14328632,0,Female,Unknown,Shelbyville,Tennessee,United States,Yes,,,,Main site,2022-10-24 00:00:00,0,0,0,0
11468986,66,Male,Married,Boulder,Colorado,United States,Yes,1978,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11716468,51,Male,Married,Houston,Texas,United States,Yes,1994,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-08-02 00:00:00,0,0,0,0
11471938,55,Male,Single,Washington,District of Columbia,United States,Yes,1990,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-02-07 00:00:00,1930,13,3,1
11475697,50,Female,Married,San Antonio,Texas,United States,Yes,1993,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Bowl Game Promo '22,2022-12-26 00:00:00,0,0,0,0
11753001,49,Female,Single,Skokie,Illinois,United States,Yes,1997,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11758149,43,Male,Single,Saint Louis,Missouri,United States,Yes,2002,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11493913,49,Male,Married,Saint Louis,Missouri,United States,Yes,1996,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-02-11 00:00:00,21008,19,2,1
11607218,53,Male,Married,West Chicago,Illinois,United States,Yes,1994,1KP-Grainger Engineering,MS: Master of Science,Main site,2022-11-25 00:00:00,0,0,0,0
11713568,53,Male,Married,Skokie,Illinois,United States,Yes,1991,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-02-07 00:00:00,725,7,3,1
11455989,53,Male,Single,Perrysburg,Ohio,United States,Yes,1991,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
10527384,79,Female,Single,Sacramento,California,United States,Yes,1965,1KY-Applied Health Sciences,BS: Bachelor of Science,Main site,2022-10-20 00:00:00,0,0,0,0
14279368,0,Male,Unknown,Aviston,Illinois,United States,Yes,,,,Main site,2022-09-12 00:00:00,0,0,0,0
12044523,40,Female,Married,Buffalo Grove,Illinois,United States,Yes,2005,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11702990,67,Female,Single,Evanston,Illinois,United States,Yes,1978,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
12066568,51,Male,Married,Naperville,Illinois,United States,Yes,1993,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11575786,0,Female,Single,Bath,Maine,United States,Yes,1983,1KU-Law,LLM: Master of Laws,No record,1900-01-01 00:00:00,0,0,0,0
11459266,90,Male,Married,Toluca Lake,California,United States,Yes,1954,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-02-07 00:00:00,11079,55,30,1
11451668,79,Male,Single,Omaha,Nebraska,United States,Yes,1965,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11693326,40,Female,Married,Chicago,Illinois,United States,Yes,2004,1KT-College of Media,BSJ: Bachelor of Science in Journalism,No record,1900-01-01 00:00:00,0,0,0,0
11700867,72,Male,Divorced,Naperville,Illinois,United States,Yes,1975,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11642889,57,Female,Married,Clarendon Hills,Illinois,United States,Yes,1989,1KR-Fine & Applied Arts,BFA: Bachelor of Fine Arts,Main site,2022-08-29 00:00:00,0,0,0,0
11411549,63,Male,Married,Elmhurst,Illinois,United States,Yes,1981,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11389486,57,Female,Married,Alpharetta,Georgia,United States,Yes,1987,1KT-College of Media,BSJ: Bachelor of Science in Journalism,Main site,2022-03-08 00:00:00,250,5,1,1
12021478,50,Male,Divorced,Riverview,Florida,United States,Yes,,,JD: Juris Doctor,No record,1900-01-01 00:00:00,0,0,0,0
11359214,78,Female,Unknown,Saint Joseph,Illinois,United States,Yes,1973,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11100482,26,Female,Unknown,Palos Heights,Illinois,United States,Yes,2018,1KV-Liberal Arts & Sciences,BALAS: BA  Liberal Arts and Science,Main site,2022-07-25 00:00:00,0,0,0,0
14331030,0,Male,Unknown,Utica,Illinois,United States,Yes,,,,Main site,2022-11-03 00:00:00,0,0,0,0
13800177,23,Male,Single,Taylorville,Illinois,United States,Yes,2022,1KT-College of Media,BS: Bachelor of Science,Main site,2022-06-10 00:00:00,0,0,0,0
10646482,39,Male,Married,Marshall,Illinois,United States,Yes,2006,1KY-Applied Health Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11312351,50,Female,Married,Champaign,Illinois,United States,Yes,1995,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-02-07 00:00:00,702,14,1,1
11583391,60,Female,Single,Washington,District of Columbia,United States,Yes,1987,1KM-Gies College of Business,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
12046559,40,Female,Single,Champaign,Illinois,United States,Yes,2004,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11328785,72,Male,Married,Paradise Valley,Arizona,United States,Yes,1972,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,Main site,2022-08-24 00:00:00,0,0,0,0
11320097,73,Female,Married,Oak Brook,Illinois,United States,Yes,1971,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11640049,70,Female,Widow/er,Marco Island,Florida,United States,Yes,1974,,BS: Bachelor of Science,Main site,2022-08-24 00:00:00,0,0,0,0
14085964,36,Female,Unknown,Chicago,Illinois,United States,Yes,2021,1KM-Gies College of Business,MS: Master of Science,Back to School '22,2022-08-24 00:00:00,0,0,0,0
10070316,0,Unknown,Unknown,Skokie,Illinois,United States,no,,,,Main site,2022-10-03 00:00:00,0,0,0,0
10321593,0,Male,Married,Staunton,Illinois,United States,no,1950,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10331622,0,Male,Divorced,New Port Richey,Florida,United States,no,1958,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10348040,86,Male,Married,Hastings On Hudson,New York,United States,no,,,MFA: Master of Fine Arts,No record,1900-01-01 00:00:00,0,0,0,0
10365906,0,Female,Widow/er,Aurora,Illinois,United States,no,1957,1KN-Education,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10378804,0,Male,Married,Harshaw,Wisconsin,United States,no,1960,1KN-Education,EDM: Masters in Education,No record,1900-01-01 00:00:00,0,0,0,0
10386014,88,Male,Married,Parker,Colorado,United States,no,,,,No record,1900-01-01 00:00:00,0,0,0,0
10539808,91,Male,Single,Chico,California,United States,no,1966,1KR-Fine & Applied Arts,BFA: Bachelor of Fine Arts,No record,1900-01-01 00:00:00,0,0,0,0
10543597,80,Female,Single,Orland Park,Illinois,United States,no,,,,No record,1900-01-01 00:00:00,0,0,0,0
11203211,0,Female,Married,Tremont,Illinois,United States,no,,,,Homecoming '22,2022-10-10 00:00:00,0,0,0,0
11264198,0,Male,Married,Rochester,New York,United States,no,,,,No record,1900-01-01 00:00:00,0,0,0,0
11353033,89,Male,Married,South Setauket,New York,United States,no,,,,No record,1900-01-01 00:00:00,0,0,0,0
11418926,0,Female,Married,Chicago,Illinois,United States,no,1962,1KV-Liberal Arts & Sciences,BA: Bachelor of Arts,No record,1900-01-01 00:00:00,0,0,0,0
11470164,56,Male,Married,Wendell,North Carolina,United States,no,1989,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11497888,76,Male,Single,Anchorage,Alaska,United States,no,1969,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11527007,70,Male,Single,Dana Point,California,United States,no,1975,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11556533,70,Male,Single,Philadelphia,Pennsylvania,United States,no,1977,1LP-School of Information Sciences,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11571042,66,Female,Married,Sacramento,California,United States,no,,,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11632486,58,Female,Married,Wilmette,Illinois,United States,no,1987,1KM-Gies College of Business,BS: Bachelor of Science,Main site,2022-08-09 00:00:00,0,0,0,0
11642068,61,Male,Married,Altamont,Illinois,United States,no,1989,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11691688,88,Male,Married,Sleepy Hollow,Illinois,United States,no,,,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11691756,77,Female,Single,Chicago,Illinois,United States,no,1968,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11716838,52,Male,Single,Chicago,Illinois,United States,no,1993,1KR-Fine & Applied Arts,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11768442,52,Male,Single,Aurora,Illinois,United States,no,2000,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
12068886,65,Male,Single,Chesterton,Indiana,United States,no,1979,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
14247811,55,Male,Married,Lisle,Illinois,United States,no,,,,Main site,2022-03-29 00:00:00,50,1,1,1
14263111,0,Unknown,Unknown,Chicago,Illinois,United States,no,,,,Main site,2022-06-29 00:00:00,0,0,0,0
14265850,0,Unknown,Unknown,Chicago,Illinois,United States,no,,,,Main site,2022-07-12 00:00:00,0,0,0,0
14265851,0,Unknown,Unknown,Chicago,Illinois,United States,no,,,,Main site,2022-07-12 00:00:00,0,0,0,0
14336710,0,Unknown,Unknown,Ponca City,Oklahoma,United States,Yes,,,,Main site,2022-12-08 00:00:00,0,0,0,0
11632833,64,Male,Single,Chicago,Illinois,United States,Yes,1987,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-03-13 00:00:00,18,1,1,1
11776785,44,Male,Married,Antioch,Illinois,United States,Yes,2001,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11692560,76,Male,Single,Elmhurst,Illinois,United States,Yes,1968,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11748499,53,Female,Married,Swansea,Illinois,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
11436880,63,Male,Married,Park Ridge,Illinois,United States,Yes,,,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11453909,56,Female,Married,Hinsdale,Illinois,United States,Yes,1989,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-10-21 00:00:00,0,0,0,0
12022100,55,Male,Married,Highlands Ranch,Colorado,United States,Yes,1989,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Back to School '22,2022-08-24 00:00:00,0,0,0,0
14271818,0,Male,Unknown,Fife Lake,Michigan,United States,Yes,,,,Main site,2022-08-19 00:00:00,0,0,0,0
14332513,0,Male,Unknown,Peru,Illinois,United States,Yes,,,,Main site,2022-11-10 00:00:00,0,0,0,0
12020823,54,Male,Single,Cortez,Colorado,United States,Yes,1992,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-10-21 00:00:00,0,0,0,0
11712422,56,Female,Single,Chicago,Illinois,United States,Yes,1990,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,,2022-02-07 00:00:00,333,5,2,1
11317057,79,Male,Married,Houston,Texas,United States,Yes,,,MBA: Master of Business Administration,Main site,2022-02-08 00:00:00,341157.28,48,23,1
12068502,57,Male,Married,Chicago,Illinois,United States,Yes,1987,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11470653,76,Male,Married,Aurora,Illinois,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
11468887,54,Female,Divorced,Springfield,Illinois,United States,Yes,1990,1KM-Gies College of Business,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
12068879,65,Female,Married,Biloxi,Mississippi,United States,Yes,1980,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11659616,51,Female,Married,Farmington Hills,Michigan,United States,Yes,1995,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-02-07 00:00:00,100,2,1,1
11370536,55,Male,Married,Collinsville,Illinois,United States,Yes,1990,1LC-Veterinary Medicine,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
11440378,75,Male,Married,Champaign,Illinois,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
11695656,41,Female,Married,Stoughton,Wisconsin,United States,Yes,2003,1KM-Gies College of Business,BS: Bachelor of Science,Back to School '22,2022-08-24 00:00:00,0,0,0,0
11316313,63,Male,Single,Simi Valley,California,United States,Yes,1998,2GD-College of Medicine at Urbana,MD: Doctor of Medicine,No record,1900-01-01 00:00:00,0,0,0,0
10478848,0,Female,Married,Loda,Illinois,United States,Yes,,,,Main site,2022-08-18 00:00:00,0,0,0,0
11491982,67,Male,Married,Oak Park,Illinois,United States,Yes,1977,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Back to School '22,2022-08-31 00:00:00,0,0,0,0
13607445,0,Unknown,Unknown,Chicago,Illinois,United States,Yes,,,,Main site,2022-04-06 00:00:00,0,0,0,0
11476940,75,Male,Single,Evanston,Illinois,United States,Yes,1970,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10854448,0,Male,Married,Woodstock,Illinois,United States,Yes,,,,Main site,2022-08-24 00:00:00,0,0,0,0
14265949,0,Male,Unknown,La Salle,Illinois,United States,Yes,,,,Main site,2022-07-13 00:00:00,0,0,0,0
11622897,49,Female,Married,Moline,Illinois,United States,Yes,1996,1KR-Fine & Applied Arts,BS: Bachelor of Science,Main site,2022-08-25 00:00:00,0,0,0,0
11470214,58,Male,Married,Wildwood,Missouri,United States,Yes,1987,1KP-Grainger Engineering,BS: Bachelor of Science,Main site,2022-02-12 00:00:00,150,9,2,1
11396831,74,Male,Married,Mascoutah,Illinois,United States,Yes,1970,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-11-09 00:00:00,0,0,0,0
11359452,72,Male,Married,Champaign,Illinois,United States,Yes,1993,1KP-Grainger Engineering,PHD: Doctor of Philosophy,No record,1900-01-01 00:00:00,0,0,0,0
11382439,54,Female,Single,Jupiter,Florida,United States,Yes,1990,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
13987825,0,Female,Unknown,Naperville,Illinois,United States,Yes,,,,Main site,2022-03-13 00:00:00,103.5,3,2,1
11693705,76,Male,Married,Hernando,Florida,United States,Yes,,,,Main site,2022-03-13 00:00:00,18,1,1,1
11719315,68,Male,Unknown,Kissimmee,Florida,United States,Yes,1987,4PE-Business and Management,BA: Bachelor of Arts,Main site,2022-02-22 00:00:00,300,4,3,1
11723662,47,Male,Single,Willow Springs,Illinois,United States,Yes,2000,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11445406,58,Male,Single,Manor,Texas,United States,Yes,1986,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
10730867,35,Male,Unknown,Glen Ellyn,Illinois,United States,Yes,2009,1KM-Gies College of Business,BS: Bachelor of Science,Bowl Game Promo '22,2022-12-16 00:00:00,0,0,0,0
10650925,47,Female,Married,Glenview,Illinois,United States,Yes,,,,Holiday Promo '22,2022-11-05 00:00:00,0,0,0,0
10561049,86,Male,Married,San Antonio,Texas,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
10629404,38,Male,Married,Aurora,Illinois,United States,Yes,2006,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Main site,2022-12-05 00:00:00,0,0,0,0
11428180,75,Male,Married,Elizabethtown,Pennsylvania,United States,Yes,,,,No record,1900-01-01 00:00:00,0,0,0,0
14310726,0,Female,Unknown,Swarthmore,Pennsylvania,United States,Yes,,,,Back to School '22,2022-09-15 00:00:00,0,0,0,0
11741730,68,Male,Married,West Chester,Ohio,United States,Yes,1987,1KR-Fine & Applied Arts,MARCH: Master of Architecture,No record,1900-01-01 00:00:00,0,0,0,0
11646830,55,Male,Married,Acton,Massachusetts,United States,Yes,1991,1KP-Grainger Engineering,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11453751,82,Female,Married,Carbondale,Illinois,United States,Yes,1962,1KV-Liberal Arts & Sciences,BS: Bachelor of Science,Main site,2022-02-08 00:00:00,625,10,2,1
10528834,81,Female,Married,Southern Shores,North Carolina,United States,Yes,,,,Main site,2022-04-29 00:00:00,0,0,0,0
12053436,39,Male,Unknown,Downers Grove,Illinois,United States,Yes,2005,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
14332811,54,Male,Unknown,De Witt,Arkansas,United States,Yes,,,,Main site,2022-11-14 00:00:00,0,0,0,0
11731053,72,Male,Single,Champaign,Illinois,United States,Yes,1972,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11417847,68,Female,Single,Liberty,Illinois,United States,Yes,,,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
11688726,42,Male,Unknown,Rochester,Minnesota,United States,Yes,2003,1KV-Liberal Arts & Sciences,BALAS: Bachelor of Arts in Liberal Arts & Sciences,Bowl Game Promo '22,2022-12-16 00:00:00,0,0,0,0
11323412,48,Male,Married,Eureka,Illinois,United States,Yes,1998,1KP-Grainger Engineering,BS: Bachelor of Science,No record,1900-01-01 00:00:00,0,0,0,0
14267028,0,Female,Unknown,Bloomington,Illinois,United States,Yes,,,,Main site,2022-07-25 00:00:00,0,0,0,0
12068397,42,Female,Single,Riverside,Illinois,United States,Yes,2002,1KT-College of Media,BSJ: Bachelor of Science in Journalism,No record,1900-01-01 00:00:00,0,0,0,0
13525631,33,Female,Unknown,Winder,Georgia,United States,Yes,2017,1KP-Grainger Engineering,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
10996519,28,Female,Single,Bloomingdale,Illinois,United States,Yes,2016,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-02-07 00:00:00,60,2,1,1
11412532,56,Female,Single,Hudson,Ohio,United States,Yes,1988,1KV-Liberal Arts & Sciences,BSLAS: Bachelor of Science Liberal Arts & Sciences,No record,1900-01-01 00:00:00,0,0,0,0
11723182,44,Female,Married,San Antonio,Texas,United States,Yes,2000,"1KL-Agr, Consumer, & Env Sciences",BS: Bachelor of Science,Main site,2022-08-12 00:00:00,0,0,0,0
11642726,59,Female,Married,Bloomington,Illinois,United States,Yes,,,MDIV: Master of Divinity,No record,1900-01-01 00:00:00,0,0,0,0
14323445,0,Female,Married,Bellflower,Missouri,United States,Yes,,,,Main site,2022-09-20 00:00:00,0,0,0,0
11732914,69,Male,Married,Kansas City,Missouri,United States,Yes,,,MS: Master of Science,No record,1900-01-01 00:00:00,0,0,0,0
